1.743647456169128418e+00,-1.608414888381958008e+00,5.256747603416442871e-01,7.063282281160354614e-02,-2.626655250787734985e-02,9.048947095870971680e-01,4.189111888408660889e-01,-4.126830697059631348e-01,-5.937018990516662598e-02,1.583153754472732544e-01,-1.349413037300109863e+00,3.095716834068298340e-01,-4.798860251903533936e-01,9.365308284759521484e-02,1.251091003417968750e+00,1.685313433408737183e-01,7.142894864082336426e-01,1.587193310260772705e-01,-8.168283849954605103e-02,-1.850121468305587769e-02,4.399641329655423760e-05,-8.542502671480178833e-02,5.097047984600067139e-02,1.001049503684043884e-01,5.198273807764053345e-02,-1.360510475933551788e-02,6.614362791879102588e-05,-1.004053652286529541e-02,1.205106917768716812e-02
1.743423819541931152e+00,-1.603281497955322266e+00,5.263625383377075195e-01,7.403243333101272583e-02,-3.361471742391586304e-02,9.088401794433593750e-01,4.091438949108123779e-01,-4.398664832115173340e-01,-5.245931074023246765e-02,1.247183308005332947e-01,-1.300191760063171387e+00,4.169015884399414062e-01,-4.464912712574005127e-01,1.392370760440826416e-01,1.267207264900207520e+00,3.511713445186614990e-01,6.786628365516662598e-01,1.801292300224304199e-01,-5.834124237298965454e-02,-4.840488359332084656e-02,2.749775684929289810e-10,-7.890846580266952515e-02,4.676225036382675171e-02,1.278981715440750122e-01,7.027321308851242065e-02,-3.129921853542327881e-02,4.133976772013880918e-10,-2.074016258120536804e-02,4.908023402094841003e-03
1.744289159774780273e+00,-1.604572534561157227e+00,5.273329019546508789e-01,7.440891116857528687e-02,-3.214725106954574585e-02,9.054751396179199219e-01,4.165868461132049561e-01,-4.215213954448699951e-01,-5.370454117655754089e-02,1.306277960538864136e-01,-1.297308206558227539e+00,3.981377184391021729e-01,-4.409488737583160400e-01,1.230873912572860718e-01,1.261222720146179199e+00,3.800882995128631592e-01,6.696019768714904785e-01,1.815622150897979736e-01,-6.419353932142257690e-02,-3.526353463530540466e-02,3.438198551276687442e-14,-1.093029603362083435e-01,4.295383021235466003e-02,1.213330551981925964e-01,6.574843078851699829e-02,-1.575879566371440887e-02,5.168179998001586062e-14,-2.297799661755561829e-02,4.566283430904150009e-03
1.742847681045532227e+00,-1.604831099510192871e+00,5.279579162597656250e-01,7.781102508306503296e-02,-3.115697763860225677e-02,9.059745669364929199e-01,4.149515330791473389e-01,-4.208849668502807617e-01,-5.229828506708145142e-02,1.376462429761886597e-01,-1.297864317893981934e+00,3.953679203987121582e-01,-4.395109713077545166e-01,1.276489794254302979e-01,1.261897206306457520e+00,3.804289102554321289e-01,6.717327237129211426e-01,1.840800493955612183e-01,-6.031789258122444153e-02,2.573901787400245667e-02,8.068147641274820911e-18,-1.366547942161560059e-01,2.723508141934871674e-02,1.300603151321411133e-01,5.807610973715782166e-02,-2.069475129246711731e-02,5.482156053307441976e-18,-2.101371809840202332e-02,1.319822948426008224e-02
1.742938160896301270e+00,-1.604836225509643555e+00,5.280609130859375000e-01,7.745914161205291748e-02,-3.147857263684272766e-02,9.057863354682922363e-01,4.154037833213806152e-01,-4.198991358280181885e-01,-5.217910185456275940e-02,1.354741156101226807e-01,-1.297862529754638672e+00,3.934234380722045898e-01,-4.404740631580352783e-01,1.264902204275131226e-01,1.264404177665710449e+00,3.791155219078063965e-01,6.698809862136840820e-01,1.836820393800735474e-01,-5.914181098341941833e-02,2.552610263228416443e-02,-1.118660531570993440e-17,-1.371805667877197266e-01,2.850497514009475708e-02,1.292855739593505859e-01,5.896307155489921570e-02,-1.912255585193634033e-02,-2.869165290146332217e-18,-2.501380629837512970e-02,1.137259509414434433e-02
1.743038058280944824e+00,-1.604565620422363281e+00,5.279039144515991211e-01,7.727489620447158813e-02,-3.134787082672119141e-02,9.060989618301391602e-01,4.147657454013824463e-01,-4.206241667270660400e-01,-5.378328263759613037e-02,1.350833773612976074e-01,-1.297138452529907227e+00,3.930558562278747559e-01,-4.425539374351501465e-01,1.262758970260620117e-01,1.268162727355957031e+00,3.785831034183502197e-01,6.691539883613586426e-01,1.831729412078857422e-01,-5.892638117074966431e-02,2.415634319186210632e-02,2.707487876339167640e-18,-1.361183673143386841e-01,2.627058327198028564e-02,1.293017119169235229e-01,5.974556133151054382e-02,-1.967637054622173309e-02,-9.024130201369705631e-18,-2.282222360372543335e-02,9.958392940461635590e-03
1.743417501449584961e+00,-1.604688286781311035e+00,5.281190276145935059e-01,7.618159800767898560e-02,-3.102166019380092621e-02,9.062876105308532715e-01,4.145802855491638184e-01,-4.194113910198211670e-01,-5.366717278957366943e-02,1.340120434761047363e-01,-1.295986175537109375e+00,3.934010565280914307e-01,-4.414173960685729980e-01,1.218871697783470154e-01,1.268606424331665039e+00,3.805801272392272949e-01,6.665110588073730469e-01,1.800086498260498047e-01,-5.795224383473396301e-02,2.367498166859149933e-02,4.636181897237209512e-18,-1.363083422183990479e-01,2.848330326378345490e-02,1.259193867444992065e-01,6.054635718464851379e-02,-2.016776427626609802e-02,-5.401158527726249506e-18,-2.465672604739665985e-02,9.370568208396434784e-03
1.743615269660949707e+00,-1.604577422142028809e+00,5.281750559806823730e-01,7.580147683620452881e-02,-3.087015636265277863e-02,9.064505100250244141e-01,4.143050312995910645e-01,-4.173040091991424561e-01,-5.333489924669265747e-02,1.344732940196990967e-01,-1.296843409538269043e+00,3.913973867893218994e-01,-4.435431957244873047e-01,1.223053857684135437e-01,1.267914414405822754e+00,3.799398243427276611e-01,6.678848266601562500e-01,1.787729710340499878e-01,-5.701160058379173279e-02,2.352956309914588928e-02,8.402090380729828820e-18,-1.350498497486114502e-01,2.772449143230915070e-02,1.252599656581878662e-01,6.097918376326560974e-02,-2.365703508257865906e-02,-2.302341429755595109e-19,-2.593876980245113373e-02,9.521620348095893860e-03
1.743940353393554688e+00,-1.604252815246582031e+00,5.281082987785339355e-01,7.621052116155624390e-02,-3.031734749674797058e-02,9.066004157066345215e-01,4.139426350593566895e-01,-4.170995354652404785e-01,-5.507845431566238403e-02,1.357624679803848267e-01,-1.296867847442626953e+00,3.943476676940917969e-01,-4.427510797977447510e-01,1.259735524654388428e-01,1.275175213813781738e+00,3.768782615661621094e-01,6.589085459709167480e-01,1.789971888065338135e-01,-5.746897682547569275e-02,2.214555256068706512e-02,8.719092461239750722e-18,-1.345284283161163330e-01,2.391076833009719849e-02,1.255369484424591064e-01,6.098766624927520752e-02,-2.357409894466400146e-02,-4.093763173639236932e-18,-2.170002274215221405e-02,1.112724561244249344e-02
1.744414567947387695e+00,-1.603553652763366699e+00,5.282292366027832031e-01,7.730776071548461914e-02,-3.121696226298809052e-02,9.068907499313354492e-01,4.130353033542633057e-01,-4.164742529392242432e-01,-5.312778055667877197e-02,1.298714578151702881e-01,-1.295540571212768555e+00,4.105940759181976318e-01,-4.334066808223724365e-01,1.345220059156417847e-01,1.287281036376953125e+00,3.626916706562042236e-01,6.440590620040893555e-01,1.819302886724472046e-01,-5.467705056071281433e-02,1.990512199699878693e-02,-5.162083478363723235e-18,-1.335517168045043945e-01,1.928265206515789032e-02,1.293306499719619751e-01,6.337906420230865479e-02,-2.516688406467437744e-02,2.467221065671765245e-06,-2.692837454378604889e-02,7.878515869379043579e-03
